,A,B,과목영역,전공영역,학수번호,교과목명,학점,이수시기,비고
0,교양필수,대학교교양필수,,,GEB1112,크로스오버 1 : 인간의 탐색,2.0,1학년(1학기),
1,교양필수,대학교교양필수,,,GEB1116,프로네시스 세미나,2.0,1학년(1학기),
2,교양필수,대학교교양필수,,,GEB1126,문제해결을 위한 글쓰기,3.0,1학년(1학기),
3,교양필수,대학교교양필수,,,GEB1142,미래사회와 소프트웨어-이공계열,3.0,1학년(2학기),
4,교양필수,대학교교양필수,,,GEB1151,커리어 디자인 2,1.0,3학년(1학기),
5,교양필수,대학교교양필수,,,GEB1107,의사소통 영어,3.0,1학년(2학기),일반과목군(지정 1과목)
6,교양필수,대학교교양필수,,,GEB1108,의사소통 영어: 중급,3.0,1학년(2학기),일반과목군(지정 1과목)
7,교양필수,대학교교양필수,,,GEB1109,의사소통 영어: 고급,3.0,1학년(2학기),일반과목군(지정 1과목)
8,교양필수,계열교양영역,계열교양,,MTH1001,일반수학 1,3.0,1학년(1학기),
9,교양필수,계열교양영역,계열교양,,MTH1002,일반수학 2,3.0,1학년(2학기),
10,교양필수,계열교양영역,계열교양,,SEG1001,반도체개론,3.0,1학년(1학기),
11,전공필수,,반도체공학계열,,SEG1003,컴퓨터프로그래밍,3.0,1학년(2학기),
12,전공선택,,반도체공학계열,,SEG1002,디지털논리회로,3.0,1학년(2학기),
