,A,B,과목영역,전공영역,학수번호,교과목명,학점,이수시기,비고
29,전공필수,,공통,전공기반,CHE2100,물리화학 1,3.0,2학년(1학기),
30,전공필수,,공통,전공기반,CHE2101,물리화학 2,3.0,2학년(2학기),
31,전공필수,,공통,전공기반,CHE2102,유기화학 1,3.0,2학년(1학기),
32,전공필수,,공통,전공기반,CHE2103,유기화학 2,3.0,2학년(2학기),
33,전공필수,,공통,전공기반,CHE2104,화공계산 1,3.0,2학년(1학기),
34,전공필수,,공통,전공핵심,CHE4100,화학공학 종합설계,3.0,"4학년(1,2학기)",
35,전공필수,,화학공학,전공핵심,CHE3201,화학반응공학,3.0,3학년(1학기),
36,전공필수,,화학공학,전공핵심,CHE3202,화학공학실험,2.0,"3학년(1,2학기)",
37,전공필수,,화학공학,전공핵심,CHE3207,화공열역학,3.0,3학년(1학기),
38,전공필수,,화학공학,,CHE3212,열 및 물질전달,3.0,3학년(1학기),
39,전공선택,,공업화학,전공핵심,CHE3301,무기공업화학,3.0,3학년(1학기),
40,전공선택,,공업화학,전공핵심,CHE3304,환경화학공학,3.0,3학년(2학기),
41,전공선택,,공업화학,전공집중,CHE3305,화공기기분석,3.0,3학년(2학기),
42,전공선택,,공업화학,전공핵심,CHE3306,화학공학커뮤니케이션,3.0,3학년(2학기),
43,전공선택,,공업화학,,CHE3308,반도체개론,3.0,3학년(2학기),
44,전공선택,,공업화학,전공핵심,CHE4301,전기화학공학,3.0,4학년(1학기),
45,전공선택,,공업화학,전공핵심,CHE4303,반도체공정공학,3.0,4학년(1학기),
46,전공선택,,공업화학,전공핵심,CHE4305,생물화학공학,3.0,4학년(2학기),
47,전공선택,,공업화학,전공핵심,CHE4307,고분자물성,3.0,3학년(2학기),
48,전공선택,,공업화학,전공핵심,CHE4308,고분자화학,3.0,3학년(1학기),
49,전공선택,,공업화학,전공핵심,CHE4309,유기공업화학,3.0,4학년(1학기),
50,전공선택,,공업화학,,CHE4432,나노공학,3.0,4학년(2학기),
51,전공선택,,공통,,ACE9501,다학년 연구프로젝트 1,1.0,1학년(2학기),
52,전공선택,,공통,,ACE9502,다학년 연구프로젝트 2,1.0,2학년(1학기),
53,전공선택,,공통,,ACE9503,다학년 연구프로젝트 3,1.0,2학년(2학기),
54,전공선택,,공통,전공기반,CHE2105,화공계산 2,3.0,2학년(2학기),
55,전공선택,,공통,,CHE2108,재료과학,3.0,2학년(1학기),
56,전공선택,,화공소재,,CHE3311,바이오소재,3.0,3학년(2학기),
57,전공선택,,화공소재,,CHE4310,정보전자디스플레이,3.0,4학년(2학기),
58,전공선택,,화공소재,,CHE4401,카본소재,3.0,4학년(1학기),
59,전공선택,,화공소재,,CHE4402,에너지소재,3.0,4학년(1학기),
60,전공선택,,화공소재,,CHE4403,기능성고분자,3.0,4학년(2학기),
61,전공선택,,화공소재,,CHE4404,무기전자재료,3.0,4학년(2학기),
62,전공선택,,화공소재,,CHE4407,AI/빅데이터 소재공학,3.0,4학년(1학기),
63,전공선택,,화학공학,전공핵심,CHE2200,유체유동,3.0,2학년(2학기),
64,전공선택,,화학공학,,CHE3209,화공수치해석,3.0,3학년(2학기),
65,전공선택,,화학공학,,CHE3210,공정제어,3.0,3학년(1학기),
66,전공선택,,화학공학,,CHE3211,공장설계,3.0,3학년(2학기),
67,전공선택,,화학공학,,CHE3213,분리공정,3.0,3학년(2학기),
68,전공선택,,화학공학,전공핵심,CHE4202,에너지공학,3.0,4학년(2학기),
69,전공선택,,화학공학,전공집중,CHE4203,이동현상,3.0,4학년(1학기),
70,전공선택,,화학공학,전공핵심,CHE4204,촉매공학,3.0,4학년(2학기),
71,전공선택,,화학공학,전공집중,CHE4208,화공안전공학,3.0,4학년(2학기),
72,전공선택,,화학공학,,CHE4212,인공지능과 프로세스 설계,3.0,4학년(1학기),
73,전공선택,,화학공학,,CHE4213,양자화학 및 분자 모델링 입문,3.0,4학년(2학기),
74,전공선택,,화학공학,,CHE4214,신 에너지 개발과 탄소중립을 위한  공정 설계,3.0,4학년(1학기),
