A,B,과목영역,전공영역,학수번호,교과목명,학점,이수시기,비고
전공선택,,컴퓨터,전공핵심,ECE3367,Java프로그래밍,3.0,3학년(2학기),
전공선택,,컴퓨터,전공핵심,ECE3408,컴퓨터네트워크,3.0,4학년(1학기),
전공선택,,컴퓨터,,ECE4372,마이크로프로세서응용,3.0,3학년(2학기),
전공선택,,컴퓨터,전공집중,ECE4445,임베디드시스템,3.0,4학년(2학기),
전공선택,,컴퓨터,,ECE4471,시스템소프트웨어설계,3.0,4학년(1학기),
전공선택,,통신,전공핵심,ECE3312,통신시스템,3.0,3학년(2학기),
전공선택,,통신,전공핵심,ECE3360,전자장론,3.0,3학년(1학기),
전공선택,,통신,전공핵심,ECE3419,마이크로웨이브공학,3.0,3학년(2학기),
전공선택,,통신,전공집중,ECE4331,안테나공학,3.0,4학년(2학기),
전공선택,,통신,전공집중,ECE4413,이동통신,3.0,4학년(2학기),
전공선택,,통신,전공핵심,ECE4414,무선통신네트워크,3.0,4학년(2학기),
전공선택,,통신,,ECE4418,디지털통신,3.0,4학년(1학기),
전공선택,,통신,전공핵심,ECE4430,기초 RFIC 설계,3.0,4학년(1학기),
전공선택,,통신,전공핵심,ECE4455,마이크로웨이브시스템,3.0,4학년(1학기),
