,course_class_id,course_id,class_id,course_name,grade,credits,course_classification,time_classroom,professor,assessment_method,notes,department
64,ACE2104-005,ACE2104,5,통계학,2,3.0,교양필수,[      0       0 3670912       0 3670912       0       0],우화형,상대평가, ,컴퓨터공학과-컴퓨터공학
229,BIO2105-001,BIO2105,1,분류생태학 종합실험,2,3.0,전공선택,[      0       0       0       0 2096640       0       0],"조강현,민기식,조장천",절대평가,"영어,English",생명과학과-생명과학
230,BIO2105-002,BIO2105,2,분류생태학 종합실험,2,3.0,전공선택,[      0       0       0       0 2096640       0       0],"조강현,민기식,조장천",절대평가,"영어,English",기타-원어강의
447,CCM2315-002,CCM2315,2,영상콘텐츠 제작 실습,3,3.0,전공선택,[      0       0       0       0 2088960       0       0],"한재연,정우람",절대평가, ,문화콘텐츠문화경영학과-문화콘텐츠문화경영학
676,CHS4401-001,CHS4401,1,보육실습,4,3.0,전공선택,[      0 4186112       0       0 4186112       0       0],"이완정,김균희",절대평가, ,아동심리학과-아동심리학
745,CON3607-001,CON3607,1,소비자정량분석 및 실습,3,3.0,전공필수,[      0       0       0       0 2088960       0       0],조향숙,절대평가, ,소비자학과-소비자학
1028,EEE3110-001,EEE3110,1,자료구조 및 알고리즘,3,3.0,전공선택,[      0       0       0 3677184 3677184       0       0],조영근,상대평가, ,전기공학과-전기공학
1695,GEE4003-002,GEE4003,2,기업 수요지향기술 종합설계,전체,3.0,교양선택,[      0       0       0       0 4128768       0       0],최종식,Pass/Fail,프런티어학부대학,기타-일반교양
1759,GEE7014-001,GEE7014,1,컴퓨터비전 중심 인공지능 입문,1,3.0,교양선택,[      0       0 7340032       0 7340032       0       0],송병철,상대평가,전자공학,기타-일반교양
1964,IEN2014-002,IEN2014,2,확률 및 통계,2,3.0,전공필수,[      0       0       0 3727360 3727360       0       0],이희남,상대평가, ,산업경영공학과-산업경영공학
1966,IEN2202-002,IEN2202,2,파이썬 프로그래밍,전체,3.0,전공선택,[      0       0       0       0 4128768       0       0],송종수,상대평가, ,산업경영공학과-산업경영공학
