,course_class_id,course_id,class_id,course_name,grade,credits,course_classification,time_classroom,professor,assessment_method,notes,rating,department,classroom
11,ACE1301-003,ACE1301,3,정보사회와컴퓨터,1,3.0,교양필수,[   0 7168    0    0 7168    0    0],원종구,절대평가, ,,기계공학과-기계공학,"{'화': '5남238', '금': '2북365'}"
17,ACE1301-009,ACE1301,9,정보사회와컴퓨터,4,3.0,교양필수,[    0     0     0     0 64512     0     0],이윤정,절대평가, ,3.88,생명공학과-생명공학,{'금': '2북465'}
25,ACE1302-007,ACE1302,7,컴퓨터프로그래밍,1,3.0,교양필수,[     0      0      0      0 130560      0      0],이영우,절대평가, ,,반도체시스템공학과-반도체시스템공학,{'금': '5남238'}
47,ACE2101-017,ACE2101,17,공업수학 1,2,3.0,교양필수,[     0 465920      0      0 465920      0      0],정찬석,상대평가,선수,4.75,환경공학과-환경공학,"{'화': '5동107B', '금': '5동107B'}"
49,ACE2101-019,ACE2101,19,공업수학 1,2,3.0,교양필수,[     0 465920      0      0 465920      0      0],정찬석,상대평가,선수,4.75,전기공학과-전기공학,"{'화': '5동115', '금': '5동115'}"
53,ACE2101-023,ACE2101,23,공업수학 1,2,3.0,교양필수,[   0    0 8064    0 8064    0    0],최경표,상대평가,선수,3.8,정보통신공학과-정보통신공학,"{'수': '5동105B', '금': '5동105B'}"
89,AIE2001-002,AIE2001,2,자료구조,2,4.0,전공필수,[  14    0   14    0 7680    0    0],김병형,절대평가, ,2.0,인공지능공학과-인공지능공학,"{'월': '5남332', '수': '5남332', '금': '60주년-906'}"
97,AIE3010-001,AIE3010,1,컴퓨터구조론,3,3.0,전공선택,[7168    0    0    0 7168    0    0],최영규,상대평가, ,4.77,인공지능공학과-인공지능공학,"{'월': '하-220', '금': '하-220'}"
144,ARC3104-001,ARC3104,1,근대건축사,3,3.0,전공필수,[    0     0     0     0 64512     0     0],이홍규,상대평가, ,,건축학부-건축학,{'금': '2남414'}
166,ARC4311-001,ARC4311,1,건축과 조경,4,3.0,전공선택,[    0     0     0     0 64512     0     0],정혜진,상대평가, ,5.0,건축학부-건축학,{'금': '60주년-101'}
168,ARE1403-002,ARE1403,2,건축공학개론,1,3.0,전공필수,[    0     0     0     0 64512     0     0],"양재근,조재훈,조재완,최민지",상대평가, ,,건축학부-건축공학,{'금': '4-421'}
176,ARE3307-001,ARE3307,1,건축법규,3,3.0,전공선택,[    0     0     0     0 64512     0     0],조영호,상대평가, ,4.75,건축학부-건축공학,{'금': '2남409'}
206,ASE3112-001,ASE3112,1,항공우주공학실험 1,3,2.0,전공필수,[    0     0     0     0 32256     0     0],김종한,절대평가, ,3.0,항공우주공학과-항공우주공학,{'금': '항공-419A'}
216,ASE4140-001,ASE4140,1,항공우주요소설계 1,4,3.0,전공선택,[    0     0     0     0 32256     0     0],이성택,상대평가, ,3.89,항공우주공학과-항공우주공학,{'금': '항공-215'}
229,BIO2105-001,BIO2105,1,분류생태학 종합실험,2,3.0,전공선택,[      0       0       0       0 2096640       0       0],"조강현,민기식,조장천",절대평가,"영어,English",,생명과학과-생명과학,{'금': '5북413'}
230,BIO2105-002,BIO2105,2,분류생태학 종합실험,2,3.0,전공선택,[      0       0       0       0 2096640       0       0],"조강현,민기식,조장천",절대평가,"영어,English",,기타-원어강의,{'금': '5북525'}
293,BTE4205-001,BTE4205,1,생체재료공학,4,3.0,전공선택,[   0    0    0 8064 8064    0    0],정우진,상대평가, ,3.91,생명공학과-생명공학,"{'목': '2동252', '금': '2동252'}"
382,BUS4902-001,BUS4902,1,환대산업 마케팅,전체,3.0,전공선택,[   0    0 7168    0 7168    0    0],브래넌,절대평가,English,5.0,경영학과-경영학,"{'수': '6-127', '금': '6-127'}"
403,CBA1104-006,CBA1104,6,통계학,전체,3.0,교양필수,[   0    0    0    0 8064    0    0],현기순,상대평가, ,3.75,경영학과-경영학,{'금': '6-327'}
410,CBA1106-003,CBA1106,3,회계원론,전체,3.0,교양필수,[   0    0    0    0 8064    0    0],안재환,상대평가, ,4.87,경영학과-경영학,{'금': '6-325'}
417,CBA1106-010,CBA1106,10,회계원론,전체,3.0,교양필수,[    0     0     0     0 64512     0     0],임충혁,상대평가, ,,경영학과-경영학,{'금': '6-226'}
458,CCM3413-001,CCM3413,1,문화브랜드창업실습,4,3.0,전공선택,[    0     0     0     0 64512     0     0],송기란,절대평가, ,4.75,문화콘텐츠문화경영학과-문화콘텐츠문화경영학,{'금': '5남535'}
471,CDN1003-003,CDN1003,3,H.O.S.T. 미디어랩 3,전체,1.0,전공선택,[   0    0    0    0 6144    0    0],성상희,Pass/Fail,PS 교과목,4.0,디자인융합학과-디자인융합학,{'금': '서-110'}
483,CDN2126-002,CDN2126,2,디자인세미나,2,3.0,전공선택,[   0 7168    0    0 7168    0    0],김나운,상대평가, ,5.0,디자인융합학과-디자인융합학,"{'화': '서-116', '금': '서-116'}"
488,CDN2220-004,CDN2220,4,캐릭터디자인,2,3.0,전공선택,[    0     0     0     0 64512     0     0],박재옥,절대평가, ,4.67,디자인테크놀로지학과-디자인테크놀로지학,{'금': '60주년-904'}
494,CDN2501-002,CDN2501,2,AR/VR 디자인,3,3.0,전공선택,[    0     0     0     0 64512     0     0],박조이,절대평가, ,,디자인융합학과-디자인융합학,{'금': '서-122'}
538,CHE3202-006,CHE3202,6,화학공학실험,3,2.0,전공필수,[     0      0      0      0 261120      0      0],이기영,절대평가, ,5.0,화학공학과-화학공학,{'금': '1-029'}
551,CHE3300-004,CHE3300,4,공업화학실험,3,2.0,전공필수,[     0      0      0      0 261120      0      0],최진섭,Pass/Fail, ,,화학공학과-화학공학,{'금': '4-216'}
552,CHE3300-005,CHE3300,5,공업화학실험,3,2.0,전공필수,[     0      0      0      0 261120      0      0],양승재,Pass/Fail, ,3.0,화학공학과-화학공학,{'금': '2북564B'}
553,CHE3300-006,CHE3300,6,공업화학실험,3,2.0,전공필수,[     0      0      0      0 261120      0      0],황예진,Pass/Fail, ,4.4,화학공학과-화학공학,{'금': '2남335'}
558,CHE4214-001,CHE4214,1,신 에너지 개발과 탄소중립을 위한 공정 설계,3,3.0,전공선택,[   0    0    0    0 8064    0    0],황성원,Pass/Fail, ,,화학공학과-화학공학,{'금': '60주년-207'}
575,CHM1021-007,CHM1021,7,화학 1,1,3.0,교양필수,[   0    0 8064    0 8064    0    0],정시원,상대평가, ,4.71,신소재공학과-신소재공학,"{'수': '5동505', '금': '5동505'}"
583,CHM1023-002,CHM1023,2,일반화학,1,3.0,교양필수,[   0    0 8064    0 8064    0    0],강동원,상대평가, ,4.67,기계공학과-기계공학,"{'수': '5동507', '금': '5동507'}"
626,CHM3115-001,CHM3115,1,분자설계-분석 융합화학,4,3.0,전공선택,[   0    0 8064    0 8064    0    0],"김명웅,양상희",절대평가,"영어,English",,기타-원어강의,"{'수': '5동508', '금': '5동508'}"
632,CHM4314-001,CHM4314,1,나노화학,4,3.0,전공선택,[   0 7182    0    0 7182    0    0],강동원,상대평가, ,5.0,화학과-화학,"{'화': '5서357', '금': '5서357'}"
674,CHS4110-001,CHS4110,1,보육교사론,4,3.0,전공필수,[    0     0     0     0 64512     0     0],이지현,상대평가, ,3.25,아동심리학과-아동심리학,{'금': '9-505'}
690,CIV2511-002,CIV2511,2,측량학 및 실습,2,3.0,전공필수,[     0      0      0      0 261120      0      0],박준구,절대평가, ,4.86,사회인프라공학과-사회인프라공학,{'금': '2남225'}
710,COM1100-001,COM1100,1,커뮤니케이션학개론,전체,3.0,전공필수,[   0    0    0    0 8064    0    0],성지연,상대평가, ,4.59,미디어커뮤니케이션학과-미디어커뮤니케이션학,{'금': '9-306'}
721,COM3222-001,COM3222,1,미디어와 문화정책,전체,3.0,전공선택,[   0    0    0    0 8064    0    0],김지연,상대평가, ,3.95,미디어커뮤니케이션학과-미디어커뮤니케이션학,{'금': '9-303'}
728,COM4211-001,COM4211,1,미디어경영론,3,3.0,전공선택,[   0    0    0    0 8064    0    0],김대호,상대평가, ,4.67,미디어커뮤니케이션학과-미디어커뮤니케이션학,{'금': '9-504'}
739,CON2407-001,CON2407,1,소비콘텐츠 영상제작,2,3.0,전공선택,[    0     0     0     0 32640     0     0],김지혜,절대평가, ,5.0,소비자학과-소비자학,{'금': '6-426'}
751,CON4302-001,CON4302,1,소비자빅데이터분석,4,3.0,전공선택,[   0    0    0    0 8064    0    0],정지영,상대평가, ,,소비자학과-소비자학,{'금': '9-501'}
762,CSE1112-002,CSE1112,2,컴퓨터공학입문,1,2.0,전공필수,[    0     0     0     0 15360     0     0],서영덕,상대평가, ,4.87,컴퓨터공학과-컴퓨터공학,{'금': '하-120'}
765,CSE1112-005,CSE1112,5,컴퓨터공학입문,1,2.0,전공필수,[   0    0    0    0 7680    0    0],이욱,상대평가, ,4.77,컴퓨터공학과-컴퓨터공학,{'금': '하-121'}
774,CSE2112-001,CSE2112,1,자료구조,2,4.0,전공필수,[   0 7168    0 7168 7680    0    0],심정섭,상대평가,선수,4.68,컴퓨터공학과-컴퓨터공학,"{'화': '하-220', '목': '하-220', '금': '하-322'}"
777,CSE2112-004,CSE2112,4,자료구조,2,4.0,전공필수,[   0 7680    0 7680 7680    0    0],김영호,상대평가,선수,4.94,컴퓨터공학과-컴퓨터공학,"{'화': '하-324', '목': '하-324', '금': '하-324'}"
779,CSE2112-006,CSE2112,6,자료구조,2,4.0,전공필수,[   0    0 7182    0 7694    0    0],박준석,상대평가,선수,,컴퓨터공학과-컴퓨터공학,"{'수': '하-121', '금': '하-320'}"
787,CSE3203-005,CSE3203,5,컴퓨터구조론,3,3.0,전공선택,[7168    0    0    0 7168    0    0],최영규,상대평가,선수,4.77,컴퓨터공학과-컴퓨터공학,"{'월': '하-220', '금': '하-220'}"
870,ECE2222-009,ECE2222,9,기초실험 1,2,1.0,전공필수,[   0    0    0    0 7680    0    0],강진구,절대평가, ,4.71,전자공학과-전자공학,{'금': '하-328'}
884,ECE3314-001,ECE3314,1,데이터구조,3,3.0,전공선택,[    0     0 64512     0 64512     0     0],울라샨,절대평가,"English,선수",,기타-원어강의,"{'수': '하-010', '금': '하-010'}"
895,ECE3364-001,ECE3364,1,파이썬프로그래밍,3,3.0,전공선택,[      0 1966080       0       0    7680       0       0],허혜선,절대평가, ,4.5,전자공학과-전자공학,"{'화': '하-228', '금': '6-326'}"
898,ECE4326-001,ECE4326,1,영상시스템설계,4,4.0,전공선택,[464896      0      0 464896 464896      0      0],송병철,상대평가, ,4.88,전자공학과-전자공학,"{'월': '하-228', '목': '하-228', '금': '하-228'}"
923,ECO2222-001,ECO2222,1,경제사,전체,3.0,전공선택,[    0     0     0     0 64512     0     0],전보강,상대평가, ,4.31,경제학과-경제학,{'금': '6-425'}
1005,EEE2001-003,EEE2001,3,회로이론 1,2,3.0,전공필수,[   0 7168    0    0 7168    0    0],전재훈,상대평가, ,3.71,전기공학과-전기공학,"{'화': '하-132', '금': '하-132'}"
1019,EEE3002-002,EEE3002,2,전기회로실험,3,1.0,전공필수,[   0    0    0    0 7680    0    0],김광기,절대평가, ,4.29,전기공학과-전기공학,{'금': '하-005'}
1022,EEE3002-005,EEE3002,5,전기회로실험,3,1.0,전공필수,[   0    0    0    0 7680    0    0],김재국,절대평가, ,4.46,전기공학과-전기공학,{'금': '하-006'}
1028,EEE3110-001,EEE3110,1,자료구조 및 알고리즘,3,3.0,전공선택,[      0       0       0 3677184 3677184       0       0],조영근,상대평가, ,5.0,전기공학과-전기공학,"{'목': '하-224', '금': '하-224'}"
1062,EEG2631-002,EEG2631,2,영어발음연습및지도법,2,3.0,전공필수,[   0    0    0    0 8064    0    0],장지원,상대평가,프로젝트기반 수업,,영어교육과-영어교육,{'금': '서-428'}
1075,EKR1423-002,EKR1423,2,국문학개론,1,3.0,전공필수,[    0     0     0     0 64512     0     0],이지원,상대평가, ,5.0,국어교육과-국어교육,{'금': '서-241'}
