,course_class_id,course_id,class_id,course_name,grade,credits,course_classification,time_classroom,professor,assessment_method,notes,rating,department,classroom
10,ACE1301-002,ACE1301,2,정보사회와컴퓨터,1,3.0,교양필수,[  0 896   0   0 112   0   0],원종구,절대평가, ,,기계공학과-기계공학,"{'화': '5남238', '금': '2북365'}"
22,ACE1302-004,ACE1302,4,컴퓨터프로그래밍,1,3.0,교양필수,[    0 32640     0     0     0     0     0],김영진,절대평가, ,5.0,전자공학과-전자공학,{'화': '하-701'}
32,ACE2101-002,ACE2101,2,공업수학 1,2,3.0,교양필수,[   0 1008    0    0 1008    0    0],전상표,상대평가,선수,,기계공학과-기계공학,"{'화': '5동107A', '금': '5동107A'}"
38,ACE2101-008,ACE2101,8,공업수학 1,2,3.0,교양필수,[  0 910   0 910   0   0   0],장영호,상대평가, ,3.9,화학공학과-화학공학,"{'화': '5동107A', '목': '5동107A'}"
56,ACE2101-027,ACE2101,27,공업수학 1,2,3.0,교양필수,[  0 910   0 910   0   0   0],김성은,상대평가,선수,,기계공학과-기계공학,"{'화': '2북274', '목': '2북274'}"
96,AIE3007-001,AIE3007,1,데이터베이스,3,3.0,전공선택,[896 896   0   0   0   0   0],서영덕,상대평가, ,3.82,인공지능공학과-인공지능공학,"{'월': '하-001', '화': '하-001'}"
117,APL2207-002,APL2207,2,물류회계,전체,3.0,전공선택,[  0 896   0 896   0   0   0],이재형,절대평가,"영어, English",4.06,아태물류학부-물류학,"{'화': '9-003', '목': '9-003'}"
143,ARC2302-001,ARC2302,1,건축환경계획,2,3.0,전공필수,[  0 896 896   0   0   0   0],김형섭,상대평가, ,4.0,건축학부-건축학,"{'화': '2남414', '수': '2남414'}"
190,ARS1500-001,ARS1500,1,세계디자인여행,전체,3.0,교양필수,[   0 1008    0    0    0    0    0],김나운,절대평가, ,5.0,디자인융합학과-디자인융합학,{'화': '서-110'}
231,BIO2108-001,BIO2108,1,세포생물학,2,3.0,전공필수,[1008 1008    0    0    0    0    0],김정화,상대평가, ,4.1,생명과학과-생명과학,"{'월': '5동506', '화': '5동506'}"
237,BIO3105-001,BIO3105,1,동물계통분류학,3,3.0,전공선택,[  0 896 896   0   0   0   0],민기식,상대평가, ,4.25,생명과학과-생명과학,"{'화': '5서366', '수': '5서366'}"
241,BIO4105-001,BIO4105,1,노화생물학,4,3.0,전공선택,[     0 459648      0 459648      0      0      0],"민경진,이혜연",상대평가, ,4.71,생명과학과-생명과학,"{'화': '5서366', '목': '5서366'}"
276,BTE2102-001,BTE2102,1,물리화학,2,3.0,전공필수,[  0 896   0   0 896   0   0],부지윤,상대평가, ,5.0,생명공학과-생명공학,"{'화': '2동256', '금': '2동256'}"
297,BUS2101-002,BUS2101,2,재무관리,전체,3.0,전공필수,[910 910   0   0   0   0   0],손규현,상대평가, ,4.54,경영학과-경영학,"{'월': '6-320', '화': '6-320'}"
308,BUS2301-004,BUS2301,4,재무회계,전체,3.0,전공필수,[896 896   0   0   0   0   0],윤선주,상대평가, ,4.41,경영학과-경영학,"{'월': '6-325', '화': '6-325'}"
352,BUS3403-002,BUS3403,2,서비스 품질경영,전체,3.0,전공선택,[896 896   0   0   0   0   0],김서영,상대평가, ,4.86,경영학과-경영학,"{'월': '6-526', '화': '6-526'}"
375,BUS4303-001,BUS4303,1,정부회계,전체,3.0,전공선택,[896 896   0   0   0   0   0],최수영,상대평가, ,,경영학과-경영학,"{'월': '6-220', '화': '6-220'}"
394,CBA1103-001,CBA1103,1,경제학,전체,3.0,교양필수,[  0 896   0 896   0   0   0],이명운,상대평가, ,3.36,경영학과-경영학,"{'화': '6-226', '목': '6-226'}"
415,CBA1106-008,CBA1106,8,회계원론,1,3.0,교양필수,[  0 896 896   0   0   0   0],배성미,상대평가, ,4.35,글로벌금융학과-글로벌금융학,"{'화': '6-626', '수': '6-626'}"
460,CCM4212-002,CCM4212,2,설득커뮤니케이션의 이해,4,3.0,전공선택,[  0 896   0 896   0   0   0],이종영,상대평가, ,3.92,문화콘텐츠문화경영학과-문화콘텐츠문화경영학,"{'화': '5남533', '목': '5남533'}"
476,CDN1320-001,CDN1320,1,사진과영상,1,3.0,전공선택,[   0 1008    0    0    0    0    0],이승언,절대평가, ,2.0,디자인융합학과-디자인융합학,{'화': '서-116'}
502,CDN3322-002,CDN3322,2,디자인프로그래밍,3,3.0,전공선택,[   0 8064    0    0    0    0    0],강희라,절대평가, ,4.29,디자인융합학과-디자인융합학,{'화': '서-121'}
513,CHE1101-001,CHE1101,1,통계학 기초,1,3.0,교양필수,[  0 896   0 896   0   0   0],김지혜,상대평가, ,3.67,화학공학과-화학공학,"{'화': '5동115', '목': '5동115'}"
569,CHM1021-001,CHM1021,1,화학 1,1,3.0,교양필수,[   0 1008    0 1008    0    0    0],박성진,상대평가, ,4.79,화학공학과-화학공학,"{'화': '5동507', '목': '5동507'}"
577,CHM1021-009,CHM1021,9,화학 1,1,3.0,교양필수,[   0 1008    0 1008    0    0    0],김희선,상대평가, ,3.55,물리학과-물리학,"{'화': '5동508', '목': '5동508'}"
585,CHM1023-004,CHM1023,4,일반화학,1,3.0,교양필수,[   0 1008    0 1008    0    0    0],김민규,상대평가, ,3.4,항공우주공학과-항공우주공학,"{'화': '5동505', '목': '5동505'}"
588,CHM1023-007,CHM1023,7,일반화학,1,3.0,교양필수,[   0 1008    0    0 1008    0    0],김창곤,상대평가, ,4.15,사회인프라공학과-사회인프라공학,"{'화': '5동505', '금': '5동505'}"
590,CHM1023-009,CHM1023,9,일반화학,1,3.0,교양필수,[   0 1008    0    0 1008    0    0],강동원,상대평가, ,4.67,수학과-수학,"{'화': '5동507', '금': '5동507'}"
593,CHM1027-001,CHM1027,1,일반화학실험,1,1.0,교양필수,[  0 480   0   0   0   0   0],조동규,절대평가, ,,기계공학과-기계공학,{'화': '5동510'}
603,CHM1027-011,CHM1027,11,일반화학실험,1,1.0,교양필수,[  0 480   0   0   0   0   0],박수진,절대평가, ,3.08,스마트모빌리티공학과-스마트모빌리티공학,{'화': '5동511'}
619,CHM2201-001,CHM2201,1,유기화학 1,2,3.0,전공필수,[   0 1008    0 1008    0    0    0],이건형,상대평가, ,4.37,화학과-화학,"{'화': '5서356', '목': '5서356'}"
620,CHM2201-002,CHM2201,2,유기화학 1,2,3.0,전공필수,[   0 1008    0 1008    0    0    0],김동욱,상대평가, ,4.83,화학과-화학,"{'화': '5서357', '목': '5서357'}"
622,CHM3109-001,CHM3109,1,물리화학실험,3,2.0,전공필수,[    0 32640     0     0     0     0     0],김찬경,절대평가, ,3.6,화학과-화학,{'화': '5동413'}
641,CHM4615-001,CHM4615,1,에너지화학,4,3.0,전공선택,[   0 1008    0    0 1008    0    0],김희선,상대평가, ,3.14,화학과-화학,"{'화': '5동508', '금': '5동508'}"
644,CHN2005-001,CHN2005,1,중국어학개론,2,3.0,전공선택,[  0 896   0 896   0   0   0],박나현,상대평가, ,,중국학과-중국학,"{'화': '5남531', '목': '5남531'}"
