,course_class_id,course_id,class_id,course_name,grade,credits,course_classification,time_classroom,professor,assessment_method,notes,rating,department,classroom
37,ACE2101-007,ACE2101,7,공업수학 1,2,3.0,교양필수,[458864      0 458864      0      0      0      0],이선영,상대평가, ,3.9,화학공학과-화학공학,"{'월': '5동102', '수': '5동102'}"
55,ACE2101-026,ACE2101,26,공업수학 1,2,3.0,교양필수,[     0      0 458752      0 458752      0      0],최경표,상대평가, ,3.8,스마트모빌리티공학과-스마트모빌리티공학,"{'수': '5동107A', '금': '5동107A'}"
60,ACE2104-001,ACE2104,1,통계학,2,3.0,교양필수,[      0       0 4128768       0       0       0       0],이한청,상대평가,선수,4.93,건축학부-건축공학,{'수': '4-421'}
63,ACE2104-004,ACE2104,4,통계학,2,3.0,교양필수,[     0      0 458864      0 458864      0      0],우화형,상대평가, ,4.75,컴퓨터공학과-컴퓨터공학,"{'수': '하-001', '금': '하-001'}"
77,ACE9501-003,ACE9501,3,다학년 연구프로젝트 1,전체,1.0,전공선택,[     0      0 393216      0      0      0      0],최종식,Pass/Fail, ,,기타-인하공학교육혁신센터,{'수': '60주년-510'}
82,ACE9503-003,ACE9503,3,다학년 연구프로젝트 3,전체,1.0,전공선택,[     0      0 393216      0      0      0      0],최종식,Pass/Fail, ,,기타-인하공학교육혁신센터,{'수': '60주년-510'}
86,AIE1001-002,AIE1001,2,객체지향프로그래밍 1,1,3.0,전공필수,[     0 983040 983040      0      0      0      0],김영성,절대평가, ,3.86,인공지능공학과-인공지능공학,"{'화': '5남332', '수': '60주년-906'}"
95,AIE3006-001,AIE3006,1,운영체제론,3,3.0,전공선택,[     0      0 465920 465920      0      0      0],송민석,상대평가, ,,인공지능공학과-인공지능공학,"{'수': '하-120', '목': '하-120'}"
100,AIS4001-001,AIS4001,1,인공지능시스템반도체,4,3.0,전공선택,[458752      0 458752      0      0      0      0],"이한호,서영교",상대평가,정보통신공학과(시스템반도체설계) 수업과 합반,,정보통신공학과-인공지능반도체공학,"{'월': '하-002', '수': '하-002'}"
153,ARC4115-001,ARC4115,1,실내건축계획,4,3.0,전공선택,[      0       0 4128768       0       0       0       0],김광호,상대평가,"대상학년은 4학년이나, 5학년도 수강해도 무방함.",,건축학부-건축학,{'수': '2남414'}
186,ARS1001-001,ARS1001,1,미술과여행,전체,3.0,교양필수,[     0      0 516096      0      0      0      0],김문정,상대평가, ,4.75,조형예술학과-조형예술학,{'수': '서-331'}
